[331, 72, -28]
[289, 463, -7]
[284, 453, 108]
[276, 477, -5]
[314, 459, 86]
[323, 488, -40]
[324, 70, -62]
[321, 61, -56]
[320, 61, -57]
[320, 61, -57]
[318, 61, -70]
[316, 61, -70]
[314, 61, -70]
[311, 64, -21]
[304, 66, -82]
[319, 79, -47]
[317, 80, -64]
[293, 115, 31]
[298, 123, -120]
[301, 195, 37]
[301, 211, -144]
[310, 258, 5]
[316, 285, -148]
[311, 273, 0]
[320, 307, -164]
[316, 277, -11]
[324, 305, -164]
[314, 273, -1]
[322, 298, -149]
[294, 256, 45]
[303, 267, -45]
[305, 332, 67]
[307, 346, -29]
[292, 426, 109]
[290, 453, 0]
[286, 441, 111]
[278, 468, 1]
[317, 445, 90]
[325, 476, -34]
[323, 71, -71]
[321, 61, -66]
[321, 61, -66]
[320, 61, -66]
[317, 62, -78]
[315, 62, -78]
[313, 62, -78]
[311, 64, -25]
[303, 67, -89]
[319, 80, -56]
[316, 81, -72]
[294, 115, 25]
[297, 123, -121]
[301, 194, 30]
[302, 210, -144]
[310, 258, 2]
[316, 285, -145]
[312, 272, -2]
[320, 305, -159]
[316, 278, -14]
[323, 303, -160]
[314, 272, -4]
[321, 296, -145]
[295, 253, 43]
[303, 264, -43]
[305, 330, 70]
[307, 343, -27]
[298, 416, 110]
[295, 443, 1]
[292, 431, 112]
[283, 457, 2]
[324, 434, 94]
[330, 465, -31]
[324, 71, -77]
[321, 61, -72]
[320, 61, -72]
[320, 61, -72]
[318, 62, -84]
[316, 62, -84]
[313, 62, -84]
[310, 64, -38]
[304, 67, -96]
[319, 80, -62]
[316, 80, -76]
[294, 113, 11]
[298, 123, -125]
[300, 192, 19]
[302, 208, -145]
[310, 257, -9]
[316, 283, -145]
[312, 273, -14]
[320, 304, -160]
[317, 277, -26]
[323, 301, -161]
[315, 272, -15]
[322, 295, -146]
[295, 250, 42]
[304, 261, -42]
[305, 328, 79]
[307, 343, -23]
[299, 405, 111]
[297, 435, 14]
[293, 418, 115]
[286, 448, 17]
[325, 420, 110]
[333, 456, -17]
[326, 70, -70]
[322, 61, -65]
[322, 61, -65]
[321, 61, -65]
[320, 62, -78]
[318, 62, -78]
[316, 62, -78]
[311, 64, -35]
[306, 66, -93]
[322, 79, -56]
[319, 80, -73]
[293, 114, 15]
[299, 123, -124]
[300, 193, 27]
[303, 208, -145]
[310, 257, -4]
[317, 281, -146]
[312, 273, -8]
[320, 303, -162]
[316, 276, -21]
[324, 299, -162]
[315, 271, -11]
[322, 293, -146]
[295, 251, 44]
[303, 261, -44]
[305, 330, 79]
[308, 345, -27]
[294, 406, 115]
[294, 447, 7]
[288, 419, 116]
[282, 461, 10]
[319, 421, 113]
[329, 468, -22]
[327, 69, -74]
[322, 61, -69]
[321, 61, -69]
[321, 60, -69]
[320, 61, -82]
[318, 61, -82]
[316, 61, -82]
[311, 63, -36]
[306, 66, -99]
[322, 78, -59]
[320, 79, -75]
[299, 117, 15]
[298, 123, -130]
[305, 196, 23]
[302, 210, -149]
[312, 257, -10]
[317, 280, -151]
[316, 275, -15]
[320, 302, -167]
[319, 279, -28]
[324, 299, -167]
[317, 272, -17]
[322, 293, -151]
[298, 252, 44]
[302, 260, -44]
[308, 332, 76]
[308, 347, -33]
[293, 407, 117]
[292, 450, -3]
[287, 418, 119]
[280, 465, -1]
[315, 424, 106]
[327, 472, -38]
[326, 69, -67]
[321, 61, -62]
[321, 61, -62]
[320, 60, -62]
[319, 61, -77]
[318, 61, -77]
[316, 61, -77]
[309, 63, -30]
[305, 66, -95]
[321, 77, -53]
[319, 78, -72]
[296, 116, 23]
[298, 122, -128]
[302, 194, 33]
[302, 209, -149]
[310, 257, -1]
[317, 280, -151]
[312, 274, -5]
[320, 302, -167]
[316, 278, -18]
[324, 299, -167]
[315, 272, -8]
[322, 293, -151]
[297, 251, 46]
[302, 259, -46]
[306, 330, 77]
[307, 346, -38]
[293, 407, 119]
[292, 455, -7]
[287, 418, 121]
[280, 470, -6]
[315, 423, 109]
[328, 477, -45]
[327, 68, -67]
[323, 60, -62]
[322, 59, -62]
[322, 59, -62]
[321, 60, -77]
[319, 59, -77]
[317, 59, -77]
[310, 61, -28]
[306, 64, -95]
[323, 76, -53]
[320, 77, -72]
[296, 116, 25]
[297, 122, -128]
[303, 194, 33]
[302, 208, -149]
[310, 257, -1]
[317, 280, -149]
[312, 274, -4]
[320, 301, -165]
[317, 278, -17]
[324, 299, -165]
[315, 272, -8]
[323, 293, -149]
[298, 251, 47]
[301, 259, -47]
[305, 332, 80]
[307, 345, -36]
[291, 408, 127]
[290, 453, 0]
[285, 419, 130]
[278, 468, 1]
[313, 425, 117]
[327, 475, -39]
[328, 68, -69]
[323, 59, -64]
[323, 59, -64]
[322, 59, -64]
[321, 59, -78]
[319, 59, -78]
[317, 59, -78]
[310, 61, -29]
[306, 63, -98]
[324, 76, -55]
[321, 77, -73]
[298, 117, 24]
[296, 122, -130]
[304, 196, 29]
[300, 209, -150]
[311, 258, -6]
[317, 280, -150]
[313, 275, -10]
[321, 301, -166]
[318, 278, -22]
[324, 299, -165]
[316, 273, -12]
[323, 292, -150]
[299, 253, 47]
[301, 260, -47]
[307, 331, 82]
[307, 345, -33]
[292, 405, 134]
[292, 451, 5]
[286, 416, 137]
[280, 465, 7]
[313, 422, 124]
[328, 472, -32]
[328, 68, -63]
[323, 59, -57]
[323, 59, -57]
[322, 58, -57]
[322, 59, -73]
[320, 59, -73]
[318, 59, -73]
[310, 61, -23]
[307, 63, -96]
[324, 76, -48]
[322, 77, -69]
[296, 118, 29]
[296, 122, -128]
[300, 197, 37]
[300, 209, -149]
[308, 258, 2]
[317, 280, -146]
[309, 276, 0]
[321, 301, -163]
[316, 280, -12]
[325, 298, -161]
[314, 273, -3]
[323, 292, -146]
[298, 255, 49]
[301, 261, -49]
[305, 333, 88]
[307, 348, -31]
[291, 414, 148]
[293, 456, 13]
[284, 426, 153]
[281, 471, 17]
[313, 431, 138]
[328, 476, -18]
[329, 68, -64]
[324, 59, -58]
[323, 58, -58]
[322, 58, -58]
[322, 59, -74]
[321, 58, -74]
[319, 58, -74]
[310, 61, -23]
[308, 63, -98]
[325, 76, -49]
[323, 77, -70]
[298, 119, 30]
[297, 122, -131]
[301, 198, 38]
[299, 210, -151]
[309, 259, 2]
[317, 280, -148]
[310, 277, 0]
[321, 301, -165]
[317, 281, -12]
[325, 299, -164]
[316, 274, -3]
[324, 293, -148]
[299, 257, 50]
[302, 262, -50]
[304, 336, 89]
[307, 349, -31]
[291, 424, 153]
[293, 458, 20]
[284, 436, 157]
[281, 474, 24]
[315, 441, 140]
[329, 477, -13]
[329, 68, -61]
[324, 59, -55]
[323, 58, -55]
[322, 58, -55]
[323, 59, -72]
[321, 58, -72]
[319, 58, -72]
[311, 61, -22]
[308, 63, -96]
[325, 77, -47]
[323, 77, -68]
[298, 119, 29]
[297, 121, -128]
[300, 196, 38]
[299, 207, -150]
[308, 259, 7]
[317, 278, -144]
[310, 277, 5]
[321, 298, -160]
[317, 281, -6]
[326, 297, -158]
[316, 274, 1]
[324, 290, -143]
[300, 258, 49]
[302, 262, -49]
[304, 335, 87]
[306, 349, -29]
[289, 418, 149]
[293, 455, 22]
[282, 430, 153]
[280, 470, 25]
[312, 434, 137]
[330, 473, -11]
[330, 68, -63]
[325, 59, -56]
[324, 58, -56]
[323, 58, -56]
[323, 59, -73]
[322, 59, -73]
[320, 58, -73]
[311, 61, -23]
[309, 63, -97]
[326, 77, -48]
[324, 77, -69]
[298, 118, 28]
[298, 121, -129]
[296, 196, 36]
[297, 206, -150]
[307, 259, 3]
[318, 276, -143]
[309, 282, 0]
[323, 296, -159]
[312, 283, -10]
[327, 295, -157]
[315, 273, -2]
[326, 288, -142]
[300, 258, 49]
[302, 262, -49]
[303, 335, 92]
[306, 348, -23]
[289, 419, 160]
[293, 454, 32]
[281, 432, 165]
[280, 470, 36]
[313, 436, 150]
[330, 471, 1]
[330, 68, -66]
[326, 59, -59]
[325, 58, -59]
[324, 58, -59]
[324, 59, -78]
[322, 59, -78]
[320, 58, -78]
[311, 61, -26]
[309, 63, -105]
[326, 77, -50]
[324, 77, -74]
[299, 119, 26]
[297, 121, -135]
[299, 196, 34]
[296, 206, -156]
[309, 259, -1]
[319, 273, -144]
[311, 279, -5]
[324, 293, -160]
[316, 280, -16]
[329, 293, -160]
[317, 273, -7]
[327, 286, -144]
[301, 258, 50]
[302, 261, -50]
[305, 334, 97]
[305, 348, -20]
[288, 416, 168]
[292, 452, 38]
[280, 428, 173]
[279, 468, 42]
[311, 433, 157]
[330, 470, 5]
[330, 68, -67]
[326, 59, -62]
[325, 59, -62]
[324, 58, -62]
[324, 59, -80]
[322, 59, -80]
[320, 59, -80]
[312, 61, -29]
[309, 63, -105]
[327, 77, -53]
[324, 77, -75]
[300, 119, 23]
[295, 121, -134]
[301, 194, 33]
[294, 204, -154]
[310, 256, -1]
[321, 270, -144]
[313, 274, -6]
[326, 291, -159]
[318, 275, -17]
[331, 290, -157]
[318, 268, -8]
[329, 283, -143]
[302, 257, 49]
[301, 260, -49]
[306, 332, 95]
[305, 346, -19]
[290, 413, 162]
[291, 449, 35]
[282, 424, 167]
[278, 464, 39]
[312, 431, 151]
[330, 467, 1]
[330, 69, -58]
[326, 59, -52]
[325, 59, -52]
[324, 58, -52]
[324, 59, -70]
[322, 59, -70]
[320, 59, -70]
[312, 62, -18]
[309, 63, -97]
[327, 77, -43]
[324, 77, -65]
[301, 118, 36]
[294, 121, -132]
[301, 190, 44]
[293, 202, -148]
[311, 245, 5]
[323, 263, -133]
[317, 269, 1]
[329, 283, -146]
[318, 259, -9]
[333, 283, -144]
[318, 263, -1]
[331, 275, -131]
[302, 255, 50]
[302, 260, -50]
[305, 334, 94]
[305, 347, -28]
[287, 416, 150]
[291, 452, 20]
[279, 427, 154]
[277, 468, 24]
[311, 435, 137]
[330, 470, -14]
[330, 69, -44]
[326, 60, -38]
[325, 59, -38]
[324, 59, -38]
[324, 60, -56]
[322, 60, -56]
[320, 59, -56]
[312, 62, -5]
[309, 63, -82]
[326, 78, -29]
[324, 78, -52]
[299, 118, 48]
[294, 121, -119]
[299, 188, 57]
[292, 200, -138]
[311, 239, 17]
[325, 257, -124]
[314, 257, 13]
[332, 275, -138]
[319, 256, 2]
[337, 276, -135]
[318, 248, 10]
[334, 268, -122]
[301, 254, 51]
[302, 258, -51]
[305, 335, 83]
[306, 348, -35]
[285, 420, 134]
[289, 454, 6]
[276, 433, 137]
[275, 470, 8]
[312, 437, 117]
[329, 471, -29]
[330, 70, -43]
[326, 60, -37]
[325, 60, -37]
[324, 60, -37]
[324, 60, -54]
[322, 60, -54]
[320, 60, -54]
[311, 62, -4]
[309, 63, -80]
[326, 78, -29]
[324, 78, -50]
[297, 118, 47]
[295, 121, -115]
[298, 188, 55]
[292, 199, -135]
[312, 235, 13]
[330, 255, -120]
[314, 250, 9]
[339, 272, -134]
[319, 251, -1]
[343, 271, -130]
[319, 241, 6]
[340, 265, -118]
[299, 253, 50]
[302, 258, -50]
[304, 334, 83]
[306, 347, -34]
[285, 421, 137]
[288, 452, 9]
[275, 435, 140]
[273, 468, 12]
[311, 438, 121]
[327, 468, -26]
[330, 70, -44]
[326, 61, -38]
[325, 60, -38]
[324, 60, -38]
[324, 61, -55]
[322, 61, -55]
[320, 60, -55]
[311, 62, -4]
[309, 64, -82]
[326, 78, -29]
[324, 78, -51]
[297, 118, 49]
[295, 121, -117]
[297, 188, 59]
[293, 199, -138]
[312, 236, 15]
[336, 256, -129]
[315, 249, 10]
[345, 272, -143]
[322, 252, 0]
[349, 271, -140]
[320, 246, 8]
[346, 264, -126]
[299, 254, 50]
[302, 259, -50]
[304, 334, 83]
[306, 348, -34]
[284, 422, 139]
[287, 452, 11]
[274, 436, 142]
[273, 469, 14]
[310, 439, 123]
[325, 469, -24]
[330, 70, -39]
[326, 61, -34]
[325, 61, -34]
[324, 61, -34]
[324, 61, -52]
[322, 61, -52]
[320, 61, -52]
[312, 63, -2]
[309, 64, -82]
[326, 79, -25]
[324, 78, -48]
[296, 118, 51]
[294, 121, -116]
[297, 185, 75]
[291, 198, -138]
[315, 227, 42]
[338, 246, -131]
[329, 240, 39]
[348, 263, -146]
[334, 237, 26]
[354, 260, -143]
[326, 229, 35]
[350, 253, -129]
[299, 254, 49]
[302, 259, -49]
[303, 333, 80]
[306, 348, -32]
[283, 425, 137]
[287, 453, 12]
[273, 441, 140]
[273, 469, 16]
[308, 442, 119]
[322, 469, -22]
[329, 71, -36]
[326, 62, -31]
[325, 61, -31]
[324, 61, -31]
[324, 62, -48]
[322, 62, -48]
[320, 62, -48]
[311, 63, 0]
[309, 64, -78]
[325, 79, -22]
[323, 79, -45]
[295, 117, 54]
[293, 121, -113]
[296, 183, 78]
[289, 196, -132]
[321, 219, 45]
[339, 239, -118]
[337, 235, 42]
[349, 255, -132]
[342, 232, 29]
[354, 252, -129]
[332, 224, 38]
[350, 245, -116]
[298, 253, 49]
[301, 259, -49]
[303, 333, 80]
[306, 348, -32]
[284, 425, 138]
[287, 452, 16]
[274, 441, 141]
[274, 469, 19]
[309, 442, 121]
[322, 469, -17]
[328, 72, -28]
[324, 62, -22]
[323, 62, -22]
[322, 62, -22]
[323, 62, -39]
[321, 62, -39]
[319, 62, -39]
[310, 63, 8]
[308, 65, -68]
[324, 79, -14]
[322, 79, -36]
[293, 117, 62]
[293, 119, -105]
[296, 183, 82]
[289, 193, -122]
[329, 215, 49]
[340, 229, -102]
[341, 224, 46]
[350, 245, -116]
[350, 223, 33]
[356, 240, -111]
[340, 217, 41]
[352, 233, -100]
[294, 253, 49]
[299, 260, -49]
[301, 332, 82]
[305, 348, -32]
[284, 425, 139]
[287, 452, 12]
[275, 441, 142]
[274, 468, 15]
[309, 442, 122]
[322, 468, -18]
[327, 72, -28]
[323, 63, -23]
[322, 62, -23]
[321, 62, -23]
[322, 63, -40]
[320, 62, -40]
[318, 62, -40]
[309, 64, 7]
[307, 65, -69]
[323, 80, -14]
[321, 79, -37]
[293, 117, 61]
[292, 118, -105]
[297, 182, 89]
[288, 192, -121]
[337, 208, 63]
[342, 223, -98]
[346, 214, 61]
[355, 239, -111]
[356, 213, 47]
[361, 234, -107]
[347, 208, 55]
[354, 225, -95]
[293, 253, 49]
[297, 260, -49]
[301, 333, 85]
[305, 349, -32]
[283, 425, 139]
[287, 452, 12]
[274, 441, 142]
[274, 467, 16]
[309, 442, 124]
[320, 468, -18]
[326, 72, -28]
[322, 62, -22]
[321, 62, -22]
[320, 62, -22]
[321, 63, -40]
[319, 62, -40]
[318, 62, -40]
[309, 64, 8]
[306, 65, -69]
[322, 80, -14]
[320, 79, -36]
[294, 116, 63]
[290, 118, -106]
[303, 180, 84]
[288, 191, -121]
[346, 206, 48]
[346, 216, -96]
[353, 216, 43]
[356, 231, -109]
[359, 209, 30]
[363, 225, -105]
[353, 207, 40]
[358, 218, -93]
[294, 253, 49]
[296, 260, -49]
[301, 333, 85]
[304, 350, -32]
[284, 426, 139]
[286, 451, 13]
[274, 442, 143]
[273, 467, 16]
[310, 445, 124]
[317, 469, -18]
[326, 72, -29]
[322, 62, -23]
[321, 62, -23]
[320, 62, -23]
[320, 63, -40]
[319, 62, -40]
[317, 62, -40]
[308, 64, 8]
[306, 65, -69]
[322, 80, -14]
[320, 79, -37]
[294, 116, 62]
[288, 118, -105]
[310, 179, 85]
[289, 191, -115]
[356, 201, 49]
[347, 208, -82]
[366, 209, 44]
[358, 220, -93]
[368, 205, 30]
[365, 214, -91]
[365, 201, 41]
[360, 208, -79]
[294, 253, 49]
[295, 261, -49]
[301, 333, 86]
[304, 351, -30]
[284, 427, 143]
[285, 451, 17]
[274, 442, 147]
[273, 466, 21]
[310, 445, 128]
[315, 469, -12]
[326, 72, -21]
[321, 62, -16]
[320, 62, -16]
[319, 62, -16]
[320, 62, -33]
[319, 62, -33]
[317, 62, -33]
[307, 63, 13]
[306, 65, -62]
[321, 79, -8]
[319, 79, -30]
[294, 116, 66]
[288, 118, -99]
[308, 179, 89]
[289, 191, -99]
[354, 191, 58]
[348, 193, -46]
[364, 198, 52]
[362, 202, -53]
[367, 192, 40]
[365, 197, -51]
[362, 190, 50]
[360, 192, -43]
[295, 253, 49]
[295, 262, -49]
[301, 335, 87]
[304, 352, -28]
[284, 429, 144]
[283, 450, 21]
[275, 444, 147]
[270, 464, 25]
[310, 447, 130]
[310, 469, -4]
[325, 72, -17]
[321, 62, -11]
[320, 62, -12]
[318, 62, -12]
[320, 62, -28]
[318, 62, -28]
[316, 62, -28]
[307, 64, 16]
[305, 65, -56]
[320, 80, -4]
[319, 79, -25]
[294, 116, 67]
[287, 118, -90]
[308, 179, 88]
[289, 191, -84]
[353, 182, 54]
[350, 181, -28]
[364, 188, 47]
[364, 189, -34]
[366, 183, 36]
[365, 182, -32]
[360, 180, 46]
[359, 178, -25]
[295, 253, 48]
[295, 262, -48]
[301, 335, 87]
[304, 352, -25]
[284, 427, 144]
[284, 447, 22]
[275, 442, 147]
[270, 460, 26]
[310, 444, 129]
[311, 468, -2]
[325, 72, -10]
[320, 62, -4]
[319, 62, -5]
[318, 62, -5]
[319, 62, -20]
[318, 62, -20]
[316, 62, -20]
[306, 64, 24]
[305, 65, -45]
[320, 80, 2]
[319, 79, -17]
[294, 116, 73]
[287, 118, -77]
[309, 179, 88]
[292, 191, -61]
[354, 170, 24]
[349, 170, 17]
[367, 173, 14]
[363, 173, 17]
[368, 169, 7]
[363, 166, 16]
[361, 167, 18]
[358, 164, 19]
[295, 253, 47]
[296, 261, -47]
[302, 335, 82]
[304, 351, -24]
[284, 425, 135]
[284, 443, 22]
[275, 440, 138]
[271, 456, 26]
[311, 442, 119]
[312, 464, -1]
[323, 72, -10]
[319, 62, -5]
[318, 62, -5]
[317, 62, -5]
[318, 62, -21]
[317, 62, -21]
[315, 62, -21]
[306, 64, 25]
[304, 65, -44]
[319, 80, 2]
[318, 80, -17]
[294, 116, 76]
[287, 118, -77]
[313, 176, 83]
[296, 191, -58]
[359, 160, 9]
[348, 158, 25]
[374, 163, 0]
[361, 158, 26]
[373, 159, -5]
[360, 152, 24]
[366, 158, 4]
[356, 152, 27]
[295, 253, 46]
[296, 261, -46]
[302, 335, 77]
[305, 350, -25]
[285, 425, 127]
[284, 441, 19]
[275, 440, 130]
[272, 455, 23]
[311, 442, 110]
[313, 462, -4]
[322, 72, -11]
[318, 62, -6]
[318, 62, -6]
[316, 62, -6]
[317, 62, -21]
[316, 62, -21]
[314, 62, -21]
[306, 64, 23]
[303, 65, -45]
[318, 80, 2]
[317, 80, -17]
[294, 115, 75]
[287, 118, -75]
[326, 176, 85]
[297, 190, -59]
[369, 156, 31]
[348, 154, 15]
[385, 159, 20]
[360, 152, 14]
[387, 156, 17]
[358, 146, 13]
[379, 155, 26]
[355, 147, 17]
[295, 253, 46]
[296, 261, -45]
[302, 335, 77]
[305, 349, -25]
[284, 424, 129]
[284, 439, 19]
[275, 439, 132]
[271, 452, 23]
[309, 441, 113]
[310, 460, -5]
[322, 72, -15]
[318, 62, -9]
[317, 62, -9]
[316, 61, -10]
[317, 62, -25]
[316, 62, -25]
[314, 62, -25]
[306, 64, 20]
[303, 65, -47]
[318, 80, -1]
[317, 79, -21]
[294, 115, 72]
[287, 118, -76]
[338, 174, 80]
[300, 190, -58]
[377, 151, 19]
[348, 148, 21]
[392, 154, 9]
[360, 143, 21]
[397, 153, 4]
[355, 138, 19]
[383, 150, 13]
[352, 140, 23]
[295, 253, 45]
[296, 261, -45]
[302, 334, 79]
[305, 347, -20]
[284, 418, 134]
[284, 435, 26]
[275, 433, 137]
[271, 449, 30]
[309, 433, 120]
[311, 456, 2]
[322, 71, -16]
[318, 62, -10]
[317, 62, -10]
[316, 61, -10]
[317, 62, -26]
[315, 62, -26]
[314, 62, -26]
[306, 63, 19]
[303, 65, -51]
[318, 79, -2]
[317, 79, -22]
[294, 113, 70]
[287, 118, -82]
[339, 169, 68]
[302, 188, -65]
[374, 145, -5]
[347, 143, 18]
[392, 148, -17]
[359, 138, 17]
[391, 146, -22]
[354, 134, 14]
[380, 144, -11]
[351, 135, 20]
[296, 253, 45]
[296, 261, -45]
[303, 333, 88]
[305, 346, -16]
[285, 415, 148]
[284, 433, 35]
[275, 430, 152]
[272, 447, 39]
[312, 430, 136]
[311, 453, 12]
[322, 71, -25]
[318, 61, -20]
[317, 61, -20]
[316, 61, -20]
[317, 62, -36]
[315, 62, -36]
[314, 62, -36]
[306, 63, 8]
[303, 65, -62]
[318, 79, -11]
[317, 79, -32]
[293, 113, 61]
[288, 118, -91]
[331, 166, 70]
[308, 187, -71]
[369, 141, 0]
[347, 140, 12]
[384, 141, -9]
[359, 133, 11]
[387, 136, -7]
[353, 129, 8]
[377, 144, -1]
[350, 131, 13]
[296, 253, 45]
[297, 261, -45]
[303, 332, 98]
[306, 345, -6]
[285, 412, 164]
[284, 430, 52]
[275, 426, 168]
[272, 444, 57]
[312, 426, 154]
[311, 450, 32]
[322, 71, -29]
[318, 61, -25]
[317, 61, -25]
[316, 61, -25]
[317, 62, -41]
[315, 62, -41]
[313, 62, -41]
[306, 63, 3]
[303, 65, -69]
[318, 79, -16]
[316, 79, -37]
[292, 112, 59]
[288, 118, -100]
[328, 160, 104]
[309, 184, -82]
[366, 147, 94]
[346, 138, -3]
[376, 133, 93]
[358, 129, -5]
[384, 140, 83]
[351, 125, -7]
[375, 143, 88]
[348, 127, -1]
[296, 253, 45]
[298, 261, -45]
[303, 331, 106]
[306, 345, -3]
[285, 409, 176]
[285, 429, 59]
[276, 424, 181]
[273, 442, 65]
[313, 423, 167]
[311, 449, 39]
[322, 70, -29]
[318, 61, -25]
[318, 60, -25]
[317, 60, -25]
[317, 61, -42]
[315, 61, -42]
[314, 61, -42]
[306, 63, 2]
[303, 65, -72]
[318, 79, -17]
[317, 79, -38]
[292, 111, 57]
[289, 118, -103]
[314, 162, 116]
[312, 183, -88]
[347, 136, 125]
[345, 133, -7]
[361, 126, 127]
[357, 124, -10]
[357, 122, 118]
[350, 120, -12]
[353, 131, 120]
[346, 123, -5]
[296, 253, 46]
[299, 261, -45]
[303, 331, 109]
[306, 344, 2]
[287, 409, 182]
[285, 428, 67]
[277, 424, 187]
[274, 441, 74]
[314, 422, 174]
[313, 447, 49]
[322, 70, -30]
[319, 61, -25]
[318, 60, -25]
[317, 60, -25]
[317, 61, -42]
[315, 61, -42]
[314, 61, -42]
[306, 63, 2]
[303, 65, -72]
[318, 79, -17]
[317, 79, -38]
[292, 110, 57]
[291, 117, -103]
[309, 163, 109]
[314, 183, -88]
[336, 141, 106]
[342, 131, 2]
[344, 135, 105]
[352, 120, 0]
[345, 129, 96]
[344, 115, -2]
[342, 133, 100]
[341, 119, 3]
[296, 253, 46]
[300, 261, -46]
[303, 330, 112]
[306, 344, 3]
[288, 408, 182]
[286, 427, 67]
[278, 424, 187]
[275, 440, 74]
[317, 420, 175]
[314, 446, 51]
[322, 70, -36]
[319, 61, -32]
[318, 60, -32]
[318, 60, -32]
[317, 61, -48]
[315, 61, -48]
[314, 61, -48]
[308, 63, -2]
[303, 65, -73]
[318, 78, -23]
[317, 79, -43]
[292, 109, 50]
[292, 117, -102]
[305, 164, 101]
[314, 182, -89]
[333, 178, 89]
[340, 128, -9]
[341, 182, 88]
[350, 118, -12]
[342, 176, 77]
[342, 114, -17]
[338, 176, 83]
[338, 117, -9]
[296, 252, 46]
[301, 261, -46]
[303, 330, 107]
[307, 344, -1]
[289, 408, 172]
[286, 428, 58]
[279, 423, 177]
[275, 441, 64]
[319, 419, 163]
[317, 446, 38]
[323, 70, -35]
[319, 61, -30]
[319, 60, -30]
[319, 60, -30]
[317, 61, -46]
[316, 61, -46]
[314, 61, -46]
[310, 63, 0]
[304, 65, -71]
[319, 78, -22]
[317, 79, -42]
[292, 110, 52]
[294, 117, -101]
[306, 164, 100]
[316, 183, -87]
[335, 173, 91]
[339, 126, -4]
[343, 173, 90]
[350, 114, -6]
[345, 163, 81]
[342, 110, -10]
[341, 163, 86]
[337, 114, -3]
[296, 252, 46]
[302, 261, -46]
[303, 329, 104]
[307, 343, -1]
[290, 407, 168]
[286, 427, 55]
[280, 423, 173]
[275, 440, 61]
[321, 417, 159]
[318, 444, 36]
[323, 70, -41]
[320, 61, -35]
[320, 61, -35]
[320, 60, -35]
[318, 62, -52]
[317, 62, -52]
[315, 62, -52]
[311, 63, -3]
[305, 65, -76]
[320, 78, -27]
[318, 79, -48]
[293, 109, 46]
[295, 117, -103]
